"title","type","genres","releaseYear","imdbId","imdbAverageRating","imdbNumVotes","availableCountries","service"
"The Swan Princess","movie","Adventure, Animation, Comedy",1994,"tt0111333",6.4,27577,"AD, AE, AG, AL, AR, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, CZ, DK, DO, DZ, EC, EG, ES, FI, FJ, GT, HK, HN, HR, HU, ID, IN, IQ, IT, JM, JO, KR, KW, LB, LC, LY, MA, MC, ME, MK, MT, MX, MY, NI, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TC, TH, TN, TR, TT, TW, UY, VE, YE","Netflix"
"Gangster's Paradise: Jerusalema","movie","Action, Crime, Drama",2008,"tt0783532",7.3,10961,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Gifted Hands: The Ben Carson Story","movie","Biography, Drama",2009,"tt1295085",7.5,17098,"AT, AU, AZ, BY, CA, CH, CY, DE, DZ, FJ, FR, GB, GF, GG, GI, GR, HK, ID, IE, IT, KR, LI, LU, MA, MC, MD, MT, MU, MY, NZ, PF, PH, PT, SG, SM, TH, TN, TW, UA","Netflix"
"Beat the Devil","movie","Action, Adventure, Comedy",1953,"tt0046414",6.4,10656,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"Cloudy with a Chance of Meatballs","movie","Adventure, Animation, Comedy",2009,"tt0844471",6.9,265608,"AD, AL, AT, BA, BE, BG, CA, CH, CZ, DE, EE, ES, FJ, GB, GG, GI, HK, HR, HU, ID, IE, IN, IS, JP, KR, LI, LT, LU, LV, ME, MK, MY, NL, PH, PK, PL, RO, RS, SG, SI, SK, TH, TR, TW","Netflix"
"Law Abiding Citizen","movie","Action, Crime, Drama",2009,"tt1197624",7.4,327119,"AG, AR, AT, BB, BE, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, DE, DO, EC, GB, GG, GI, GT, HN, IE, JM, LC, LI, LU, MT, MX, NI, NL, PA, PE, PY, SV, TC, TT, TW, UY, VE","Netflix"
"Saw VI","movie","Horror, Mystery, Thriller",2009,"tt1233227",6,128679,"AL, AT, AZ, BG, BY, CH, CZ, DE, DK, EE, FI, GR, HR, HU, IS, LT, LV, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK, UA","Netflix"
"Crossed Swords","movie","Adventure, Comedy, Drama",1977,"tt0077381",6.2,2194,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, IS, LT, LV, MT, NO, PT, RO, SE, SI, SK","Netflix"
"The Boondock Saints II: All Saints Day","movie","Action, Crime, Thriller",2009,"tt1300851",6.2,67416,"AD, ES, GB, GG, GI, IE, JP","Netflix"
"The Fourth Kind","movie","Horror, Mystery, Sci-Fi",2009,"tt1220198",5.9,83071,"CA","Netflix"
"Ninja Assassin","movie","Action, Thriller",2009,"tt1186367",6.3,76542,"AU, JP, KR, NZ","Netflix"
"The Blind Side","movie","Biography, Drama, Sport",2009,"tt0878804",7.6,367440,"AD, AU, BE, CA, CI, CV, ES, GH, KE, MU, MZ, NG, NZ, PT, SN, ZM","Netflix"
"Legion","movie","Action, Fantasy, Horror",2010,"tt1038686",5.3,114183,"AD, AE, AG, AL, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, CZ, DE, DO, DZ, EC, EG, ES, FR, GF, GG, GI, GT, HN, HR, HU, IE, IL, IQ, IS, IT, JM, JO, JP, KR, KW, LB, LC, LI, LU, LY, MA, MC, MD, ME, MK, MT, MU, MX, NI, NZ, PA, PE, PF, PL, PS, PY, QA, RO, RS, SA, SI, SK, SM, SV, TC, TT, US, UY, VE","Netflix"
"It's Complicated","movie","Comedy, Drama, Romance",2009,"tt1230414",6.5,99788,"BE, CA, DK, FI, IS, LU, NL, NO, SE, TZ","Netflix"
"Takers","movie","Action, Crime, Drama",2010,"tt1135084",6.2,66587,"AE, AG, AR, AT, BB, BE, BH, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, DE, DO, DZ, EC, EG, GF, GT, HN, IN, IQ, JM, JO, JP, KR, KW, LB, LC, LI, LU, LY, MA, MX, NI, NL, OM, PA, PE, PK, PS, PY, QA, SA, SV, TC, TN, TR, TT, US, UY, VE, YE","Netflix"
"The Cabin in the Woods","movie","Horror, Mystery, Thriller",2011,"tt1259521",7,463401,"AE, AU, BH, EG, ES, FJ, GB, GG, GI, ID, IE, IQ, JO, KW, LB, LY, MT, MY, NZ, OM, PH, QA, SA, SG, TH, TR, TW, YE","Netflix"
"Dear John","movie","Drama, Romance, War",2010,"tt0989757",6.3,159546,"SG, TC","Netflix"
"Richard Pryor: Live in Concert","movie","Comedy, Documentary",1979,"tt0079807",8,5931,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GR, GT, HK, HN, HR, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Chinaman","movie","Comedy, Drama, Romance",2005,"tt0414195",7,2086,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC","Netflix"
"Season of the Witch","movie","Action, Adventure, Fantasy",2011,"tt0479997",5.4,99408,"BM, GB, GG, GI, IE, MT, TC","Netflix"
"Bollywood Hero","movie","Drama",2009,"tt1373098",5.8,141,"BE, BG, CH, CZ, DE, DK, EE, ES, FR, GR, HR, HU, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK","Netflix"
"Benji","movie","Adventure, Family, Romance",1974,"tt0071206",6.1,5295,"BE, NL","Netflix"
"The Invention of Lying","movie","Comedy, Fantasy, Romance",2009,"tt1058017",6.4,151741,"CA, CY, KR, TR","Netflix"
"Cold Lunch","movie","Drama",2008,"tt1105734",5.2,1050,"AT, BE, BG, CH, CZ, DE, EE, FR, GI, GR, HR, HU, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK","Netflix"
"The Town","movie","Crime, Drama, Thriller",2010,"tt0840361",7.5,423575,"AT, AU, BE, CA, CH, CY, DE, JP, LI, LU, NZ, TR","Netflix"
"The Spy Next Door","movie","Action, Comedy, Family",2010,"tt1273678",5.4,47767,"BM, CA, GB, GG, GI, IE, MT, TC","Netflix"
"Kærlighed ved første hik","movie","Comedy",1999,"tt0164711",6.1,2970,"DK, NO, SE","Netflix"
"Anja & Viktor","movie","Comedy, Romance",2001,"tt0283885",5.2,1514,"AT, BE, BG, BM, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK, TC","Netflix"
"Anja After Victor","movie","Comedy, Family, Romance",2003,"tt0339988",4.4,957,"DK, NO, SE","Netflix"
"A Nightmare on Elm Street","movie","Crime, Drama, Horror",2010,"tt1179056",5.2,109746,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK","Netflix"
"One Piece: Clockwork Island Adventure","movie","Action, Adventure, Animation",2001,"tt0832449",6.6,3277,"JP","Netflix"
"Gurren Lagann the Movie: The Lights in the Sky are Stars","movie","Action, Animation, Drama",2009,"tt1422651",8,1373,"JP","Netflix"
"A Dirty Carnival","movie","Action, Crime, Drama",2006,"tt0821442",7.3,9362,"KR","Netflix"
"The Ignorant Fairies","movie","Drama, Romance",2001,"tt0274497",7.3,10255,"IT, SM","Netflix"
"Guns & Talks","movie","Action, Comedy, Drama",2001,"tt0295368",6.8,1914,"KR","Netflix"
"Jönssonligan & den svarta diamanten","movie","Comedy, Crime",1992,"tt0104581",5.5,3137,"DK, FI, NO, SE","Netflix"
"Cop Out","movie","Action, Comedy, Crime",2010,"tt1385867",5.5,90911,"BE","Netflix"
"Parugu","movie","Action, Drama, Romance",2008,"tt1198349",7.1,3644,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BH, BM, BR, BS, BY, BZ, CA, CI, CL, CM, CO, CR, CV, DO, DZ, EG, FJ, GG, GH, GI, GQ, HK, ID, IN, IQ, JM, JO, JP, KE, KW, LB, LC, LY, MC, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NZ, PA, PE, PH, PK, PS, QA, RS, SC, SG, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, ZA, ZM, ZW","Netflix"
"Paranormal Activity","movie","Horror, Mystery",2007,"tt1179904",6.3,261620,"BE, NL","Netflix"
"Volcano High","movie","Action, Comedy, Fantasy",2001,"tt0301429",5.9,3623,"KR","Netflix"
"Went the Day Well?","movie","Thriller, War",1942,"tt0035429",7.5,4493,"CY, DK, FI, LI, MT, NO, SE","Netflix"
"The Twilight Saga: Eclipse","movie","Action, Adventure, Drama",2010,"tt1325004",5.1,265736,"AD, AO, AR, AT, AZ, BO, BR, BY, BZ, CA, CH, CI, CL, CM, CO, CR, DE, EC, EE, ES, GH, GQ, GR, GT, HN, ID, IN, IS, JP, KE, KR, LI, LT, LU, LV, MD, MX, MY, MZ, NE, NG, NI, PA, PE, PH, PL, PT, PY, SC, SG, SN, SV, TH, TR, TZ, UA, UG, UY, VE, ZA, ZM, ZW","Netflix"
"Open City","movie","Action, Crime",2008,"tt1232106",6.2,864,"KR","Netflix"
"The Rebound","movie","Comedy, Romance",2009,"tt1205535",6.3,50803,"AT, CH, DE, LI","Netflix"
"The Simple-Minded Murderer","movie","Drama",1982,"tt0083888",7.5,3794,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK, TC","Netflix"
"Amazones","movie","Action, Comedy, Crime",2004,"tt0390833",5.6,756,"BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK","Netflix"
"12:08 East of Bucharest","movie","Comedy, Drama",2006,"tt0809407",7.3,8218,"RO","Netflix"
"Private Fears in Public Places","movie","Drama, Romance",2006,"tt0498120",6.9,4177,"BG, CY, EE, GR, HR, IS, LT, LV, NL, PT, RO, SI","Netflix"
"Dearest Relatives, Poisonous Relations","movie","Comedy",1992,"tt0105097",7.3,2318,"IT, SM","Netflix"
"Devil Girl from Mars","movie","Horror, Sci-Fi",1954,"tt0046907",4.9,2230,"DK, FI, LI, MT, NO, SE","Netflix"
"Phileine Says Sorry","movie","Comedy, Drama, Romance",2003,"tt0314502",6,3345,"BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK","Netflix"
"Den man älskar","movie","Drama",2007,"tt0845986",6.3,631,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK","Netflix"
"The Time Traveler's Wife","movie","Comedy, Drama, Fantasy",2009,"tt0452694",7.1,160206,"PT","Netflix"
"Ajami","movie","Crime, Drama",2009,"tt1077262",7.3,6607,"IL","Netflix"
"Did You Hear About the Morgans?","movie","Comedy, Drama, Romance",2009,"tt1314228",4.9,43243,"IN, JP, NZ, PK","Netflix"
"Me and Mrs. Khanna","movie","Comedy, Drama, Romance",2009,"tt1174041",3.4,3419,"DZ, LB","Netflix"
"Kurbaan","movie","Action, Crime, Drama",2009,"tt1185442",5.7,5583,"AE, AT, BA, BR, CO, DE, DZ, EG, GR, IT, JP, KW, LB, MD, PK, PS, PT, RO, RS, SA, SE, TW","Netflix"
"Den ofrivillige golfaren","movie","Comedy, Sport",1991,"tt0102579",5.7,5071,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK","Netflix"
"The Health Journey","movie","Comedy",1999,"tt0166653",4.3,3845,"AT, BE, BG, CY, CZ, DE, ES, FR, GB, GF, GI, GR, HU, IS, IT, LI, LT, LU, LV, MT, PL, PT, RO, SI, SK","Netflix"
"The Consequences of Love","movie","Crime, Drama, Romance",2004,"tt0398883",7.5,19154,"IT, SM","Netflix"
"White Wedding","movie","Comedy, Romance",2009,"tt1213929",6.1,652,"AO, CI, CM, CV, DZ, GH, GQ, KE, LY, MA, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW","Netflix"
"Dragon Ball Z: Cooler's Revenge","movie","Action, Animation, Sci-Fi",1991,"tt1125254",7,8617,"JP","Netflix"
"Julie & Julia","movie","Biography, Drama, Romance",2009,"tt1135503",7,130716,"CA, PL","Netflix"
"Bloody Mallory","movie","Action, Comedy, Horror",2002,"tt0299556",4.4,1294,"BG, CY, CZ, DK, EE, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"Damage","movie","Action, Drama",2009,"tt1314177",5.7,7726,"BM, CA, GB, GG, GI, IE, MT, TC","Netflix"
"What's Your Raashee?","movie","Comedy, Drama, Romance",2009,"tt1242530",4.8,2899,"AE, AT, DE, DZ, JO, KW, LB, PT, RO, SE","Netflix"
"Rhubarb","movie","Comedy, Short",1970,"tt0420127",5.7,121,"BG, DK, EE, IS, IT, LI, LT, LV, MT, NL, NO, SI, SK","Netflix"
"Eagles Over London","movie","Action, Drama, War",1969,"tt0064571",5.6,814,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NO, RO, SE, SI, SK","Netflix"
"Still Walking","movie","Drama",2008,"tt1087578",7.9,19278,"KR","Netflix"
"Air Doll","movie","Drama, Fantasy, Romance",2009,"tt1371630",6.9,8493,"KR","Netflix"
"Miracles: The Canton Godfather","movie","Action, Comedy, Crime",1989,"tt0098019",6.9,5629,"HK, ID, MY, PH, SG, TH, TW","Netflix"
"20th Century Boys 2: The Last Hope","movie","Drama, Fantasy",2009,"tt1181920",6.3,2018,"JP","Netflix"
"Bill Hicks: Revelations","movie","Comedy, Documentary",1993,"tt0152183",8.4,3263,"RO","Netflix"
"The Mirror Has Two Faces","movie","Comedy, Drama, Romance",1996,"tt0117057",6.6,23425,"AG, AL, AR, AZ, BA, BB, BG, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, CZ, DK, DO, EC, FI, GF, GT, HN, HR, HU, IS, IT, JM, JP, KR, LC, MC, MD, ME, MK, MT, MX, NI, NO, NZ, PA, PE, PL, PY, RO, RS, SE, SI, SK, SM, SV, TC, TT, UA, UY, VE","Netflix"
"Leap Year","movie","Comedy, Romance",2010,"tt1216492",6.4,112157,"AZ, BY, EE, HK, ID, LT, LV, MY, PH, SG, TH, TW, TZ, UA","Netflix"
"Fear Is the Key","movie","Action, Crime, Drama",1972,"tt0068576",6.3,2374,"CY, DK, FI, GR, IS, LI, MT, NL, NO, PT, SE","Netflix"
"One Piece: Episode of Alabasta - The Desert Princess and the Pirates","movie","Action, Adventure, Animation",2007,"tt1037116",6.8,2332,"AR, AU, BO, BR, CA, CL, CO, CR, DO, EC, GT, HN, JP, MX, NI, NZ, PA, PE, PY, SV, US, UY, VE, ZA","Netflix"
"P.S.","movie","Comedy, Drama, Fantasy",2004,"tt0380609",6.1,6627,"KR","Netflix"
"The Secret in Their Eyes","movie","Drama, Mystery, Romance",2009,"tt1305806",8.2,227075,"ES","Netflix"
"Paintball","movie","Action, Thriller",2009,"tt1205071",3.8,2680,"ES","Netflix"
"The Silent Enemy","movie","Action, Biography, History",1958,"tt0052197",6.6,870,"BG, CZ, DK, ES, FI, GR, HR, HU, IS, IT, LT, LV, NL, NO, PT, SE, SI, SK","Netflix"
"Accident","movie","Mystery, Thriller",2009,"tt1202514",6.6,3880,"AE, AG, AL, AR, AU, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CL, CO, CR, CU, CY, DK, DO, EC, EE, EG, ES, FI, FJ, GB, GG, GI, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, JM, JO, JP, KR, KW, LB, LC, LT, LV, MD, ME, MK, MX, MY, NI, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SE, SG, SI, SV, TC, TH, TR, TT, TW, US, UY, VE","Netflix"
"Red Lights","movie","Crime, Drama, Mystery",2004,"tt0365190",6.6,3069,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"The Green Planet","movie","Comedy, Sci-Fi",1996,"tt0115650",7.1,5702,"BG, CZ, DK, EE, ES, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"Couples Therapy","movie","Comedy",2010,"tt1425624",5.3,1123,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK","Netflix"
"Wonderful and Loved by All","movie","Comedy, Drama",2007,"tt0985680",5,848,"AT, BE, BG, CH, CY, CZ, DE, EE, ES, FR, GB, GR, HR, HU, IS, IT, LT, LU, LV, NL, PL, PT, RO, SI, SK","Netflix"
"Falkenberg Farewell","movie","Drama",2006,"tt0855805",6.3,2999,"NO, SE","Netflix"
"Ninja","movie","Action, Thriller",2009,"tt1182921",5.5,14225,"DZ, SN","Netflix"
"White Collar Blues","movie","Comedy",1975,"tt0071486",7.8,7189,"IT, SM","Netflix"
"Let Sleeping Corpses Lie","movie","Horror",1974,"tt0071431",6.7,9592,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, RO, SE, SI, SK","Netflix"
"Kamome Diner","movie","Comedy, Drama",2006,"tt0483022",7.2,2801,"JP, KR","Netflix"
"Nowhere to Hide","movie","Action, Crime, Drama",1999,"tt0223530",6.4,2265,"KR","Netflix"
"Rob-B-Hood","movie","Action, Adventure, Comedy",2006,"tt0485976",6.6,16086,"AE, AR, BE, BH, BO, BR, BY, BZ, CL, CO, CR, CY, EC, EE, EG, GF, GR, GT, HK, HN, ID, IL, IQ, JO, KW, LB, LT, LU, LV, MD, MX, MY, NI, NL, PA, PE, PH, PT, PY, QA, SA, SG, SV, TH, TR, UY, VE","Netflix"
"Man on the Roof","movie","Action, Crime, Drama",1976,"tt0074857",7.2,5220,"DK, FI, NO, SE","Netflix"
"Crows Zero II","movie","Action, Comedy, Crime",2009,"tt1232831",7.2,5539,"JP","Netflix"
"Miss Minoes","movie","Comedy, Family, Fantasy",2001,"tt0279231",6.9,5539,"NL","Netflix"
"Jack","movie","Drama",1977,"tt0074704",5.6,530,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK","Netflix"
"The Shop on Main Street","movie","Drama, War",1965,"tt0059527",8.2,9918,"CZ, SK","Netflix"
"My Scary Girl","movie","Comedy, Crime, Drama",2006,"tt0788052",6.3,735,"KR","Netflix"
"Ca-bau-kan","movie","Drama, History, Romance",2002,"tt0312101",7.1,119,"ID","Netflix"
"Bob le Flambeur","movie","Crime, Drama, Thriller",1956,"tt0047892",7.6,13649,"EE, HR, IS, LI, LT, LV, SI","Netflix"
"Carry on Cruising","movie","Comedy, Romance",1962,"tt0055831",6.1,3288,"BG, CZ, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, PT, RO, SE, SI, SK","Netflix"
"Pépé le Moko","movie","Crime, Drama, Romance",1937,"tt0029453",7.7,8226,"BG, CY, CZ, EE, GR, HR, HU, IS, LI, LT, LV, NL, PT, RO, SI, SK","Netflix"
"Kamikaze Girls","movie","Comedy",2004,"tt0416220",7.2,8307,"KR","Netflix"
"Fantozzi subisce ancora","movie","Comedy",1983,"tt0085524",6.4,2553,"AT, BA, BE, BG, CH, CZ, DE, FR, GR, HU, IS, IT, LT, LU, LV, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, SM, TR","Netflix"
"At the Earth's Core","movie","Adventure, Fantasy, Sci-Fi",1976,"tt0074157",5,5615,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"Hoffman","movie","Drama",1970,"tt0065839",6.8,1798,"DK, FI, LI, MT, NO, SE","Netflix"
"Agora","movie","Adventure, Biography, Drama",2009,"tt1186830",7.1,73871,"AD, ES","Netflix"
"A Summer Tale","movie","Comedy, Drama, Family",2000,"tt0204932",7.3,4673,"DK, FI, NO, SE","Netflix"
"Say Goodnight to the Bad Guys","movie","Comedy",2008,"tt1324027",7.8,4039,"AD, AE, AG, AL, AR, AT, AU, BA, BB, BE, BG, BH, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GI, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MD, MK, MT, MX, MY, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SE, SG, SI, SK, SM, SV, TC, TH, TR, TT, TW, TZ, US, UY, VE, YE, ZA","Netflix"
"Triangle","movie","Fantasy, Mystery, Sci-Fi",2009,"tt1187064",6.9,134943,"KR","Netflix"
"Dr. Who and the Daleks","movie","Adventure, Drama, Sci-Fi",1965,"tt0059126",5.6,5472,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, PT, RO, SE, SI, SK","Netflix"
"RTT","movie","Comedy, Romance",2009,"tt1345507",5,1257,"BG, CY, EE, GR, HR, IS, LI, LT, LV, NL, PT, RO, SI","Netflix"
"Britannia Hospital","movie","Comedy, Sci-Fi",1982,"tt0083694",6.2,2996,"BG, CZ, EE, GR, HR, HU, IS, LT, LV, PT, RO, SI, SK","Netflix"
"Boystown","movie","Comedy, Crime",2007,"tt0856776",6.1,1009,"ES","Netflix"
"Mind the Gap","movie","Comedy, Drama",2007,"tt0959342",5.2,2243,"AT, BE, BG, BM, CH, CY, CZ, DE, EE, ES, FR, GB, GF, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PF, PL, PT, RO, SI, SK","Netflix"
"Ju-on: White Ghost","movie","Fantasy, Horror",2009,"tt1422675",5.8,2621,"KR","Netflix"
"Silent Wedding","movie","Comedy, Drama, History",2008,"tt1194620",7.8,7110,"BG, BM, CY, CZ, EE, ES, GB, GG, GI, GR, HR, HU, IE, IS, IT, LT, LV, PL, PT, SI, SK, TC","Netflix"
"Cocaine Cowboys 2","movie","Crime, Documentary, History",2008,"tt1176726",6.7,3170,"US","Netflix"
"Running Turtle","movie","Action, Comedy, Crime",2009,"tt1517239",6.6,683,"KR","Netflix"
"That'll Be the Day","movie","Drama, Music",1973,"tt0070788",6.6,1409,"BG, CZ, EE, GR, HR, HU, IS, LT, LV, NL, PT, RO, SI, SK","Netflix"
"Enloquecidas","movie","Comedy",2008,"tt0448458",4.7,105,"AT, BE, BG, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GB, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK","Netflix"
"Karla & Katrine","movie","Family",2009,"tt1295061",5.7,254,"AT, BG, BM, CY, CZ, EE, ES, GB, GG, GI, GR, HR, HU, IE, IS, IT, LI, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK, TC","Netflix"
"Wild Reeds","movie","Drama",1994,"tt0111019",7.3,6850,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, LI, LT, LV, NL, NO, PT, RO, SE, SI, SK","Netflix"
"Christmas in August","movie","Drama, Romance",1998,"tt0140825",7.5,4005,"KR","Netflix"
"Everybody He Is Nice, Everybody He Is Beautiful","movie","Comedy, Music",1972,"tt0069397",6.6,661,"DK, NO, SE","Netflix"
"Le Jour Se Leve","movie","Crime, Drama, Romance",1939,"tt0031514",7.7,8426,"CY, LI","Netflix"
"Lan Yu","movie","Drama, Romance",2001,"tt0292066",7.2,3122,"TW","Netflix"
"The Land That Time Forgot","movie","Adventure, Fantasy",1974,"tt0073260",5.6,7335,"BG, CY, EE, GR, HR, IS, LI, LT, LV, NL, PT, RO, SI","Netflix"
"Formula 17","movie","Comedy, Romance",2004,"tt0420627",6.2,1081,"TW","Netflix"
"Happy End","movie","Crime, Drama, Romance",1999,"tt0220507",6.7,2235,"KR","Netflix"
"Stardust","movie","Drama, Music",1974,"tt0072201",6.5,1215,"BG, CZ, EE, GR, HR, HU, IS, LI, LT, LV, PT, RO, SI, SK","Netflix"
"Inception","movie","Action, Adventure, Sci-Fi",2010,"tt1375666",8.8,2614737,"AD, AT, BA, BE, BG, CA, CH, CY, CZ, DE, ES, GR, HR, HU, IN, KR, LI, LU, MD, ME, MK, PL, PT, RO, RS, SI, SK, TR","Netflix"
"Orders to Kill","movie","Drama, Thriller, War",1958,"tt0052033",7.1,772,"BG, CY, CZ, DK, EE, ES, FI, GR, HR, HU, IS, IT, LI, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK","Netflix"
"G.O.R.A.","movie","Adventure, Comedy, Sci-Fi",2004,"tt0384116",8,68246,"TR","Netflix"
"Circus of Horrors","movie","Drama, Horror",1960,"tt0053717",6,2528,"DK, FI, LI, MT, NO, SE","Netflix"
"Les bonnes femmes","movie","Drama, Mystery, Romance",1960,"tt0053666",7.2,3257,"CY, DK, FI, LI, MT, NO, SE","Netflix"
"Touchez pas au grisbi","movie","Crime, Drama",1954,"tt0046451",7.7,8785,"CY, LI","Netflix"
"Demon Warriors","movie","Action, Fantasy, Sci-Fi",2007,"tt1190556",4.2,585,"TH","Netflix"
"Time of Peace","movie","Drama",2009,"tt1223932",6.9,646,"BR","Netflix"
"Nina Frisk","movie","Comedy",2007,"tt0827729",5,973,"DK, FI, NO, SE","Netflix"
